movieId;title;genres;imdbId;tmdbId;release_year;poster_url;language
3256;Patriot Games (1992);Action|Thriller;105112;9869;1992;https://image.tmdb.org/t/p/w300/nB8fcOEQPS0V64U0ZUJXCTEaCDY.jpg;en
3257;Bodyguard, The (1992);Drama|Romance|Thriller;103855;619;1992;https://image.tmdb.org/t/p/w300/cbUiIu4357JQ4FBCtRJovHNv1gi.jpg;en
3258;Death Becomes Her (1992);Comedy|Fantasy;104070;9374;1992;https://image.tmdb.org/t/p/w300/qNIkecw9i44ljTJaMfkdeyLc4vB.jpg;en
3259;Far and Away (1992);Adventure|Drama|Romance;104231;11259;1992;https://image.tmdb.org/t/p/w300/yNdfm55jkgFk1IeAqxSEPFDPR5x.jpg;en
3260;Howards End (1992);Drama;104454;8293;1992;https://image.tmdb.org/t/p/w300/snkVd4djGgSPlcYsSb45yScyKx9.jpg;en
3261;Singles (1992);Comedy|Drama|Romance;105415;11068;1992;https://image.tmdb.org/t/p/w300/lnZ8W60Cjd3EWs7ty6rJk1K1Qiw.jpg;en
3262;Twin Peaks: Fire Walk with Me (1992);Crime|Drama|Mystery|Thriller;105665;1923;1992;https://image.tmdb.org/t/p/w300/tOQekTHJmVCgfUYXTb6dLAu6l8W.jpg;en
3263;White Men Can't Jump (1992);Comedy|Drama;105812;10158;1992;https://image.tmdb.org/t/p/w300/1wEHR5yxIya9HUCFHVcntTx6q91.jpg;en
3264;Buffy the Vampire Slayer (1992);Action|Comedy|Horror;103893;10206;1992;https://image.tmdb.org/t/p/w300/r0feHChsxNVMpqwT6Wk9GIJxs2n.jpg;en
3265;Hard-Boiled (Lat sau san taam) (1992);Action|Crime|Drama|Thriller;104684;11782;not found;not found;not found
3266;Man Bites Dog (C'est arrivé près de chez vous) (1992);Comedy|Crime|Drama|Thriller;103905;10086;1992;https://image.tmdb.org/t/p/w300/noCxjrCok0HtSxrAc0yWx5zSBpe.jpg;fr
3267;Mariachi, El (1992);Action|Crime|Thriller|Western;104815;9367;1992;https://image.tmdb.org/t/p/w300/4S47gyKZI5aLiawwc45e4gnPlPx.jpg;es
3268;Stop! Or My Mom Will Shoot (1992);Action|Comedy;105477;9876;1992;https://image.tmdb.org/t/p/w300/sQXdlCaX6demEdOgI1FbV9fX8aO.jpg;en
3269;Forever Young (1992);Drama|Romance|Sci-Fi;104291;10326;1992;https://image.tmdb.org/t/p/w300/AvkLZ5EqehwUlJD93ZeobesDmHB.jpg;en
3270;Cutting Edge, The (1992);Comedy|Drama|Romance;104040;16562;1992;https://image.tmdb.org/t/p/w300/uYt9yRRgUShPq8RwA8373wMBN0c.jpg;en
3271;Of Mice and Men (1992);Drama;105046;9609;1992;https://image.tmdb.org/t/p/w300/jBRcO6XrNZdWpQOVzkVpN7eJO4Q.jpg;en
3272;Bad Lieutenant (1992);Crime|Drama;103759;12143;1992;https://image.tmdb.org/t/p/w300/oe8VjWCKXktqA19T1ZWtaSn8rc2.jpg;en
3273;Scream 3 (2000);Comedy|Horror|Mystery|Thriller;134084;4234;2000;https://image.tmdb.org/t/p/w300/3GWGslNffuMvaW9yzTCNkLmwkkE.jpg;en
3274;Single White Female (1992);Drama|Thriller;105414;9605;1992;https://image.tmdb.org/t/p/w300/3PH1tWrCAtAb7ws5BNYN9j0DnxN.jpg;en
3275;Boondock Saints, The (2000);Action|Crime|Drama|Thriller;144117;8374;1999;https://image.tmdb.org/t/p/w300/fg6fhyKg3vbdGtnf9Hq27Q5gS3r.jpg;en
3276;Gun Shy (2000);Comedy;171356;29076;2000;https://image.tmdb.org/t/p/w300/iMCuGjQu5LsS6hyr5KmRDNqcomy.jpg;en
3277;Beloved/Friend (a.k.a. Amigo/Amado) (Amic/Amat) (1999);Drama;185154;80471;1999;https://image.tmdb.org/t/p/w300/kh2cw2ZsmGFf9gO2jSMP33Ql32X.jpg;en
3278;Gendernauts (1999);Documentary;192069;49477;1999;https://image.tmdb.org/t/p/w300/a1ZzZfeIkHwqS0ky9sUa1NkUZV2.jpg;en
3279;Knockout (2000);Action|Drama;143344;121940;2000;https://image.tmdb.org/t/p/w300/thCmiXIZYeK2dtgVCLzJCKphl3p.jpg;en
3280;Baby, The (1973);Horror;69754;28156;1973;https://image.tmdb.org/t/p/w300/3J9fzHY2OVCYyV650opP8cnfEaS.jpg;en
3281;Brandon Teena Story, The (1998);Documentary;144801;113096;1998;https://image.tmdb.org/t/p/w300/wzXOq82bZ6JkH7XNOYkDQPM5mO7.jpg;en
3282;Different for Girls (1996);Comedy;116102;106837;1996;https://image.tmdb.org/t/p/w300/fPbbhgKLq1CL6B9PMjzO99cRZJ3.jpg;en
3283;Minnie and Moskowitz (1971);Action;67433;24349;1971;https://image.tmdb.org/t/p/w300/ipt5CjgyGj9RjTgST2WIYQuvSXn.jpg;en
3284;They Might Be Giants (1971);Comedy|Mystery|Romance;67848;27841;1971;https://image.tmdb.org/t/p/w300/njI58lHvb3aJ3KeSUX4wQMCUguQ.jpg;en
3285;Beach, The (2000);Adventure|Drama;163978;1907;2000;https://image.tmdb.org/t/p/w300/4VgPflOJMxlqOYpAqXCm5J6BkYm.jpg;en
3286;Snow Day (2000);Comedy;184907;15489;2000;https://image.tmdb.org/t/p/w300/21junCH93BjKhVZz1i8vLZ1NuxB.jpg;en
3287;Tigger Movie, The (2000);Animation|Children;220099;15655;2000;https://image.tmdb.org/t/p/w300/lxuiGvLHIL1ZyePP7bn6FcKj0Mr.jpg;en
3288;Cotton Mary (1999);Drama;159373;68546;1999;https://image.tmdb.org/t/p/w300/AeJkCzd61erKG8Xa5VvjxL7ctBu.jpg;en
3289;Not One Less (Yi ge dou bu neng shao) (1999);Drama;209189;36210;1999;https://image.tmdb.org/t/p/w300/hYJVuZvbhYjBYEswtsZfiTPGxBs.jpg;zh
3290;Soft Toilet Seats (1999);Comedy;171764;279444;1999;https://image.tmdb.org/t/p/w300None;en
3291;Trois (2000);Thriller;217107;77908;2000;https://image.tmdb.org/t/p/w300/swlcLL0ufIoNUFYnTBMONifxKGG.jpg;en
3292;Big Combo, The (1955);Film-Noir;47878;22342;1955;https://image.tmdb.org/t/p/w300/8AeMWtMLZVeGeSGlhQXGMxJCqzo.jpg;en
3293;Conceiving Ada (1997);Drama|Sci-Fi;118882;96484;1999;https://image.tmdb.org/t/p/w300/cOOwzpwb36rjJefkQStBu6frUQn.jpg;en
3294;Eaten Alive (1977);Horror;74455;30062;1976;https://image.tmdb.org/t/p/w300/4sz1YFCtLxQJQ5yxsJsmiJRHcMs.jpg;en
3295;Raining Stones (1993);Drama;107920;62463;1993;https://image.tmdb.org/t/p/w300/eWUZT0vdQZLyeKpWtwheGY23TdW.jpg;en
3296;To Sir with Love (1967);Drama;62376;25934;1967;https://image.tmdb.org/t/p/w300/klkS3bgwLvZehrd2o3WA3LicR68.jpg;en
3297;With Byrd at the South Pole (1930);Documentary;20594;101383;1930;https://image.tmdb.org/t/p/w300/urqYdtCzUU45eRdzne4XDcqkq24.jpg;en
3298;Boiler Room (2000);Crime|Drama|Thriller;181984;14181;2000;https://image.tmdb.org/t/p/w300/ciRwkOEfDjZxa5chxB5Nnw1lxsF.jpg;en
3299;Hanging Up (2000);Comedy|Drama;162983;10385;2000;https://image.tmdb.org/t/p/w300/lnnFFGhIXi6ZDU3r29eKHKTHdq0.jpg;en
3300;Pitch Black (2000);Horror|Sci-Fi|Thriller;134847;2787;2000;https://image.tmdb.org/t/p/w300/j4iBVA49KDBX4ypfVcZxl1y7CCT.jpg;en
3301;Whole Nine Yards, The (2000);Comedy|Crime;190138;2069;2000;https://image.tmdb.org/t/p/w300/rnXnZrKipVb8v4mS2Oo6Ga2O0fg.jpg;en
3302;Beautiful People (1999);Comedy;159272;61416;1999;https://image.tmdb.org/t/p/w300/8QHFKeRzZpN1CnPqAahlwGPnbLz.jpg;en
3303;Black Tar Heroin: The Dark End of the Street (2000);Documentary;221023;79515;2000;https://image.tmdb.org/t/p/w300/uzLDUtdl5U4Oy2QRScfHeodBGP6.jpg;en
3304;Blue Collar (1978);Crime|Drama;77248;14839;1978;https://image.tmdb.org/t/p/w300/rJxikWLO30QYbfREQMHvtwRBSM5.jpg;en
3305;Bluebeard (1944);Film-Noir|Horror;36653;42186;1944;https://image.tmdb.org/t/p/w300/kB5sSfwYfGONxvnY97m61O0jqQT.jpg;en
3306;Circus, The (1928);Comedy;18773;28978;1928;https://image.tmdb.org/t/p/w300/awTf4Y6TGvgi3VYtGNINyyJJy9Q.jpg;en
3307;City Lights (1931);Comedy|Drama|Romance;21749;901;1931;https://image.tmdb.org/t/p/w300/bXNvzjULc9jrOVhGfjcc64uKZmZ.jpg;en
3308;Flamingo Kid, The (1984);Comedy|Drama;87265;25010;1984;https://image.tmdb.org/t/p/w300/dxHBRHdEjw9FpvqR6nX4I5LyE9h.jpg;en
3309;Dog's Life, A (1918);Comedy;9018;36208;1918;https://image.tmdb.org/t/p/w300/fCjliYnnHFGqw9roMINAfADf0cv.jpg;xx
3310;Kid, The (1921);Comedy|Drama;12349;10098;1921;https://image.tmdb.org/t/p/w300/drgMcyTsySQBnUPGaBThCHGdlWT.jpg;en
3311;Man from Laramie, The (1955);Western;48342;18264;1955;https://image.tmdb.org/t/p/w300/c5JbxVnLBy9bZWjconkU1ZThTEC.jpg;en
3312;McCullochs, The (1975);Drama;73902;291861;1975;https://image.tmdb.org/t/p/w300/mPrXMvY6W5vH5gvHWfy0vQxxjlD.jpg;en
3313;Class Reunion (1982);Comedy;84395;33374;1982;https://image.tmdb.org/t/p/w300/9Ci3ywt4fbrN6TP5iknNcQ1FHDf.jpg;en
3314;Big Trees, The (1952);Action|Drama;44420;43368;1952;https://image.tmdb.org/t/p/w300/23kldjf9wR14LzYJqtV1W8Bf04w.jpg;en
3315;Happy Go Lovely (1951);Musical;43618;127602;1951;https://image.tmdb.org/t/p/w300/y6IvKB3BrpPL4V0IlZ8zEmVQTfG.jpg;en
3316;Reindeer Games (2000);Action|Thriller;184858;2155;2000;https://image.tmdb.org/t/p/w300/rK1P7za5gHvCqjrOVcsUTSlaSNq.jpg;en
3317;Wonder Boys (2000);Comedy|Drama;185014;11004;2000;https://image.tmdb.org/t/p/w300/aajFu5pK4YqBLKEkZzSBpJjoG68.jpg;en
3318;Deterrence (1999);Drama|Thriller;158583;25212;2000;https://image.tmdb.org/t/p/w300/umiB6v1vwbtVzK3zJhB3Qk2uUux.jpg;en
3319;Judy Berlin (1999);Drama;181618;36048;2000;https://image.tmdb.org/t/p/w300/ziuNqpQ4oXNRwlxUGQCTWlbe9Fu.jpg;en
3320;Mifune's Last Song (Mifunes sidste sang) (1999);Comedy|Drama|Romance;164756;139;1999;https://image.tmdb.org/t/p/w300/962ZZDr4FV3L46ZnurqIaZveL60.jpg;da
3321;Waiting Game, The (2000);Comedy;235872;210307;1999;https://image.tmdb.org/t/p/w300/pBKoPQ3XzlUl7Qh1QHafbIhLPph.jpg;en
3322;3 Strikes (2000);Comedy;199290;47816;2000;https://image.tmdb.org/t/p/w300/3VzvC5WiBZy2cdLwOSbXcYPk5uO.jpg;en
3323;Chain of Fools (2000);Comedy|Crime;194368;20682;2000;https://image.tmdb.org/t/p/w300/5hGfNu04FlL8DDjoy4XF0MCtBMq.jpg;en
3324;Drowning Mona (2000);Comedy;186045;25166;2000;https://image.tmdb.org/t/p/w300/tAkoosobX8wEwIJnPICEhrCI7H5.jpg;en
3325;Next Best Thing, The (2000);Comedy|Drama;156841;1831;2000;https://image.tmdb.org/t/p/w300/iYK1ZUtY4etcn91glUmrGuZRH6M.jpg;en
3326;What Planet Are You From? (2000);Comedy|Sci-Fi;181151;10416;2000;https://image.tmdb.org/t/p/w300/2VtgMZPj3uDLz0zOQqZ74SUZGK4.jpg;en
3327;Beyond the Mat (1999);Documentary;218043;14271;1999;https://image.tmdb.org/t/p/w300/48AfKc79mpRcavpA5Hc7UW9Qqq6.jpg;en
3328;Ghost Dog: The Way of the Samurai (1999);Crime|Drama;165798;4816;1999;https://image.tmdb.org/t/p/w300/vkmrlVxvcQ6NPWlXBS9mqQ7goVv.jpg;en
3329;Year My Voice Broke, The (1987);Drama;94347;19958;1987;https://image.tmdb.org/t/p/w300/kEVkhw9hQYknBhtTapHlVoHzOW8.jpg;en
3330;Splendor in the Grass (1961);Drama|Romance;55471;28569;1961;https://image.tmdb.org/t/p/w300/bIZaUSseMeNCJypwWxzj1uE9B3c.jpg;en
3331;My Tutor (1983);Drama;85980;2193;1983;https://image.tmdb.org/t/p/w300/vXv3DjdmCMxrc8uTZkMmwrq20xm.jpg;en
3332;Legend of Lobo, The (1962);Adventure|Children;56173;64871;1962;https://image.tmdb.org/t/p/w300/wkR7Tpo4PX20G4IBtLYIpiyVFSx.jpg;en
3333;Killing of Sister George, The (1968);Drama;63185;54575;1968;https://image.tmdb.org/t/p/w300/cqOppYj0IkE3FXNGNdyrhSjILZ2.jpg;en
3334;Key Largo (1948);Crime|Drama|Film-Noir|Thriller;40506;11016;1948;https://image.tmdb.org/t/p/w300/9Uyzz2JJZjMIaD4sOMyan4v95eR.jpg;en
3335;Jail Bait (1954);Crime|Drama;47127;23020;1954;https://image.tmdb.org/t/p/w300/86UWXY0HXBW88TCUx3KkLSLH5d8.jpg;en
3336;It Happened Here (1966);Drama|Fantasy|War;55024;54195;1966;https://image.tmdb.org/t/p/w300/ea8dckRzJTiZdaxnehYhIhaKPx0.jpg;en
3337;I'll Never Forget What's'isname (1967);Comedy|Drama;61801;139058;1967;https://image.tmdb.org/t/p/w300/pD74fPCPkWu6wx3vn9QjFCbKUqS.jpg;en
3338;For All Mankind (1989);Documentary;97372;20423;1989;https://image.tmdb.org/t/p/w300/7k8ylisWiEGxdRSlAf6v4PWiAjH.jpg;en
3339;Cross of Iron (1977);War;74695;10839;1977;https://image.tmdb.org/t/p/w300/9KGjHLdyLSBHxRoAk0uUPtE7VtU.jpg;en
3340;Bride of the Monster (1955);Horror|Sci-Fi;47898;36489;1955;https://image.tmdb.org/t/p/w300/sV4aImhMlxfd2ncomtxFAns3RC8.jpg;en
3341;Born Yesterday (1950);Comedy;42276;24481;1950;https://image.tmdb.org/t/p/w300/yxR3qG3SuqQIMpLwZvoofI1UyY4.jpg;en
3342;Birdy (1984);Drama|War;86969;11296;1984;https://image.tmdb.org/t/p/w300/4O4uGfudufMXw7sNUJXJorCGcR3.jpg;en
3343;And God Created Woman (1988);Comedy|Drama|Romance;92559;61651;1988;https://image.tmdb.org/t/p/w300/5ZU9BtYNRk2FI7jemMy1bVZkB4y.jpg;en
3344;Blood Feast (1963);Horror;56875;28172;1963;https://image.tmdb.org/t/p/w300/bH2GAITqQeJZsJPQBLhZXOlfjkH.jpg;en
3345;Charlie, the Lonesome Cougar (1967);Adventure|Children;62793;57855;1967;https://image.tmdb.org/t/p/w300/n2p8MPHYyJdZaUGUxUMlZxZjKhD.jpg;en
3346;Color Me Blood Red (1965);Horror;59044;28180;1965;https://image.tmdb.org/t/p/w300/bz4CJiZGOUDNPDqzGlGAA8ruC0F.jpg;en
3347;Never Cry Wolf (1983);Adventure|Drama;86005;14280;1983;https://image.tmdb.org/t/p/w300/gl2ewbze5UAN3VPuewbzsJX9Sr9.jpg;en
3348;Night Visitor, The (1970);Crime|Thriller;66141;72086;1971;https://image.tmdb.org/t/p/w300/eecW5FK54V7EQIll84wvIqlcRik.jpg;en
3349;Perils of Pauline, The (1947);Comedy;39698;149687;1947;https://image.tmdb.org/t/p/w300/uSu4ztCcnSE50cvMCZdbpxkkFLg.jpg;en
3350;Raisin in the Sun, A (1961);Drama;55353;29478;1961;https://image.tmdb.org/t/p/w300/g0dQDvuUgHtdtZK5Zb4440ISF0V.jpg;en
3351;Two Thousand Maniacs! (1964);Horror;58694;28177;1964;https://image.tmdb.org/t/p/w300/q6jlKGGKR9TglKazQ0sAiHMoI3I.jpg;en
3352;Brown's Requiem (1998);Drama;171135;64166;1998;https://image.tmdb.org/t/p/w300/hhshoH9MZM9cB9lfArRtZ0mf9Gv.jpg;en
3353;Closer You Get, The (2000);Comedy|Romance;218112;73642;2000;https://image.tmdb.org/t/p/w300/1PJzmcviGO9sFtlub3OUd8CgP9s.jpg;en
3354;Mission to Mars (2000);Sci-Fi;183523;2067;2000;https://image.tmdb.org/t/p/w300/eco5chujn3Mt7HnuMTUIuobPMoX.jpg;en
3355;Ninth Gate, The (1999);Fantasy|Horror|Mystery|Thriller;142688;622;1999;https://image.tmdb.org/t/p/w300/uamhDQBebdW3UQqOaVmma3yW8pm.jpg;en
3356;Condo Painting (2000);Documentary;154352;110666;2000;https://image.tmdb.org/t/p/w300/nS6keqE0KSN2RcJZubHQ9fPZ09u.jpg;en
3357;East-West (Est-ouest) (1999);Drama|Romance;181530;28463;1999;https://image.tmdb.org/t/p/w300/674o9qA7nulzd0Y66h688YNEuPZ.jpg;fr
3358;Defending Your Life (1991);Comedy|Drama|Fantasy|Romance;101698;12186;1991;https://image.tmdb.org/t/p/w300/xywR4UtFJFANoEbcbmOiZckkNPa.jpg;en
3359;Breaking Away (1979);Comedy|Drama;78902;20283;1979;https://image.tmdb.org/t/p/w300/6fyhA7Imqxm7SftTqd4RGcayWfn.jpg;en
3360;Hoosiers (a.k.a. Best Shot) (1986);Drama|Romance;91217;5693;1986;https://image.tmdb.org/t/p/w300/bwOXCbCyYKnw7zmbtPkSJa7jS6G.jpg;en
3361;Bull Durham (1988);Comedy|Drama|Romance;94812;287;1988;https://image.tmdb.org/t/p/w300/wZwXLiR1cisTXaJiuBLvgkS5HWw.jpg;en
3362;Dog Day Afternoon (1975);Crime|Drama;72890;968;1975;https://image.tmdb.org/t/p/w300/qgWuZ2yNJrclU8EldQG4rLhwMoy.jpg;en
3363;American Graffiti (1973);Comedy|Drama;69704;838;1973;https://image.tmdb.org/t/p/w300/xq8MFYQ6MLZ65mFpweqV6mCs39k.jpg;en
3364;Asphalt Jungle, The (1950);Crime|Film-Noir;42208;16958;1950;https://image.tmdb.org/t/p/w300/kIkPJnMVvFPt08siIJB5G8h8WDO.jpg;en
3365;Searchers, The (1956);Drama|Western;49730;3114;1956;https://image.tmdb.org/t/p/w300/jLBmgW0epNzJ1N9uzaVCjbyT94v.jpg;en
3367;Devil's Brigade, The (1968);War;62886;31938;1968;https://image.tmdb.org/t/p/w300/c94QnCsfAcugbZxaCZbVZHd76E1.jpg;en
3368;Big Country, The (1958);Romance|Western;51411;12501;1958;https://image.tmdb.org/t/p/w300/q3LPSPn6d43xuaVMob4yMyAl7tt.jpg;en
3369;Any Number Can Win (Mélodie en sous-sol ) (1963);Crime;57344;22650;1963;https://image.tmdb.org/t/p/w300/jo54ydN4V60iB10iC4vV3M6GMEP.jpg;fr
3370;Betrayed (1988);Drama|Thriller;94731;31618;1988;https://image.tmdb.org/t/p/w300/y2EsGbzqQHD81TQKHTLi8ohXFnI.jpg;en
3371;Bound for Glory (1976);Drama;74235;42232;1976;https://image.tmdb.org/t/p/w300/qM4qttr8Cd2SUiqe7H6yYeQmIJw.jpg;en
3372;Bridge at Remagen, The (1969);Action|War;64110;15873;1969;https://image.tmdb.org/t/p/w300/aDWi9Lxztr0MAJiqGJED3p3CAdg.jpg;en
3373;Buck and the Preacher (1972);Western;68323;26928;1972;https://image.tmdb.org/t/p/w300/yMnAhJktG7FKhYc8xGKz0qI0RAZ.jpg;en
3374;Daughters of the Dust (1991);Drama;104057;68427;1991;https://image.tmdb.org/t/p/w300/sk5qednzLeDZMIhto6Oa9QFKOon.jpg;en
3375;Destination Moon (1950);Sci-Fi;42393;25392;1950;https://image.tmdb.org/t/p/w300/uLtELccUcFnpttTOcwgJ4TM5M1m.jpg;en
3376;Fantastic Night, The (Nuit fantastique, La) (1942);Romance;41705;67455;1942;https://image.tmdb.org/t/p/w300/bL2z18OIGyBOJacM2ZT37Xz52BK.jpg;fr
3377;Hangmen Also Die (1943);Drama|War;35966;22178;1943;https://image.tmdb.org/t/p/w300/n10wraCZWluEoKjkdjns1pV8rSj.jpg;en
3378;Ogre, The (Unhold, Der) (1996);Drama;118043;48213;1996;https://image.tmdb.org/t/p/w300/mtWDd5BDgH4rTA50AACcR5R8KDy.jpg;de
3379;On the Beach (1959);Drama;53137;35412;1959;https://image.tmdb.org/t/p/w300/lTDuj5zalrI0fpQel7UfPHTexTK.jpg;en
3380;Railroaded! (1947);Film-Noir;39748;43463;1947;https://image.tmdb.org/t/p/w300/5mF2z2zSybHtj9B9xx05ubvd1qv.jpg;en
3381;Slaves to the Underground (1997);Comedy|Drama;117664;59939;1997;https://image.tmdb.org/t/p/w300/smQazRPU2PGA2lEeBsds6dPPIp0.jpg;en
3382;Song of Freedom (1936);Drama;28282;159727;1936;https://image.tmdb.org/t/p/w300/7ouV5n8NZFO8RiZHhaaNp3c2tR9.jpg;en
3383;Big Fella (1937);Drama|Musical;28629;244151;1937;https://image.tmdb.org/t/p/w300/v4D0tK3iTsvyoI60oCsIQ5QBMoT.jpg;en
3384;Taking of Pelham One Two Three, The (1974);Action|Crime;72251;8333;1974;https://image.tmdb.org/t/p/w300/wH6poeBC2U9rLa1fu9SEBeV6qKW.jpg;en
3385;Volunteers (1985);Comedy;90274;19259;1985;https://image.tmdb.org/t/p/w300/zJhrgKA3ThYQmu2faoD8UDU450n.jpg;en
3386;JFK (1991);Drama|Mystery|Thriller;102138;820;1991;https://image.tmdb.org/t/p/w300/9bmXpKDJv2kdtD4QNexErjGTIOz.jpg;en
3387;Who's Harry Crumb? (1989);Comedy|Mystery;98645;11718;1989;https://image.tmdb.org/t/p/w300/eimYRIjRCIi7k7RR8D9RtVakPl8.jpg;en
3388;Harry and the Hendersons (1987);Children|Comedy;93148;8989;1987;https://image.tmdb.org/t/p/w300/mhpajPCVjE3y4wgDLichDF5Peq8.jpg;en
3389;Let's Get Harry (1986);Action|Adventure;91400;32031;1986;https://image.tmdb.org/t/p/w300/dqamQcX3Jo3TYLaDyNV1lt01cUy.jpg;en
3390;Shanghai Surprise (1986);Adventure|Crime|Drama|Romance;91934;58048;1986;https://image.tmdb.org/t/p/w300/jxL0m3woGmnIZXpV0n123bLH5Ip.jpg;en
3391;Who's That Girl? (1987);Comedy;94321;26827;1987;https://image.tmdb.org/t/p/w300/bYWy5zR3y3T1mk6FcxEUS3LAz93.jpg;en
3392;She-Devil (1989);Comedy;98309;11157;1989;https://image.tmdb.org/t/p/w300/jWYAXtdYF804aT1muO0G6FuR2Fa.jpg;en
3393;Date with an Angel (1987);Comedy|Fantasy|Romance;92834;28370;1987;https://image.tmdb.org/t/p/w300/g9CjIIyZdCybuCRkn4Ad8uWBclu.jpg;en
3394;Blind Date (1987);Comedy|Romance;92666;918;1987;https://image.tmdb.org/t/p/w300/bEoiguUvgIm2V2KC8Yn5aT1ddsW.jpg;en
3395;Nadine (1987);Comedy;93596;61178;1987;https://image.tmdb.org/t/p/w300/mim8TLLXmD3ui03f9jVmOXGACv8.jpg;en
3396;Muppet Movie, The (1979);Adventure|Children|Comedy|Musical;79588;11176;1979;https://image.tmdb.org/t/p/w300/48Ve7uLDcPJFGaDnmYYdcV3Ve1M.jpg;en
3397;Great Muppet Caper, The (1981);Children|Comedy;82474;14900;1981;https://image.tmdb.org/t/p/w300/eAWQnR761ediI1a6JL236uxXVE5.jpg;en
3398;Muppets Take Manhattan, The (1984);Children|Comedy|Musical;87755;11899;1984;https://image.tmdb.org/t/p/w300/tz2pTHKsGFt9FxMqQKJBkGyNte5.jpg;en
3399;Sesame Street Presents Follow That Bird (1985);Children|Comedy;89994;36536;1985;https://image.tmdb.org/t/p/w300/fpx6RC8ShfMnu6LNP2Zpu2RumaV.jpg;en
3400;We're Back! A Dinosaur's Story (1993);Adventure|Animation|Children|Fantasy;108526;18890;1993;https://image.tmdb.org/t/p/w300/iyFmhYlioe3PDZjSKWtcIhu5R02.jpg;en
3401;Baby... Secret of the Lost Legend (1985);Adventure|Sci-Fi;88760;19736;1985;https://image.tmdb.org/t/p/w300/mYYAzvVr4JJxJ89mlgETWJWcznK.jpg;en
3402;Turtle Diary (1985);Comedy|Drama|Romance;90219;123047;1985;https://image.tmdb.org/t/p/w300/v2DLQlMrbU1jaKZ0nu6hfWvb56P.jpg;en
3403;Raise the Titanic (1980);Drama|Thriller;81400;24575;1980;https://image.tmdb.org/t/p/w300/7cahPJXA1fRXRwqqMVQkX3MTZy3.jpg;en
3404;Titanic (1953);Action|Drama;46435;16535;1953;https://image.tmdb.org/t/p/w300/l2ZkdW1zuOgTApWu8N5SdUkDtG6.jpg;en
3405;Night to Remember, A (1958);Action|Drama;51994;10971;1958;https://image.tmdb.org/t/p/w300/6fDhJAz6AuYWj3hAnvUL42Xlxfj.jpg;en
3406;Captain Horatio Hornblower R.N. (1951);Action|Adventure|Drama|War;43379;23928;1951;https://image.tmdb.org/t/p/w300/irPhwl2cPnVsMBiO2YXOZzytYND.jpg;en
3407;Carriers Are Waiting, The (Convoyeurs attendent, Les) (1999);Comedy|Drama;201538;31336;1999;https://image.tmdb.org/t/p/w300/9XCgE28osPybAjJcNLi86BNRfYp.jpg;fr
3408;Erin Brockovich (2000);Drama;195685;462;2000;https://image.tmdb.org/t/p/w300/if90sXZkI4aaxdlhxKejpniT9ff.jpg;en
3409;Final Destination (2000);Drama|Thriller;195714;9532;2000;https://image.tmdb.org/t/p/w300/nW6JfCIWqUpIESlras0nrVy4pCl.jpg;en
3410;Soft Fruit (1999);Comedy|Drama;180181;117259;1999;https://image.tmdb.org/t/p/w300/ibhCUC9yUkocQiQHmca5WHx2Yxp.jpg;en
3411;Babymother (1998);Drama;168475;78231;1998;https://image.tmdb.org/t/p/w300/tucMWe5hQ0UX7rhwagveow45mj4.jpg;en
3412;Bear, The (Ours, L') (1988);Adventure|Children|Drama;95800;2383;1988;https://image.tmdb.org/t/p/w300/1EgJJ7uIsMYZJ69T6KfQunuLLBk.jpg;en
3413;Impact (1949);Crime|Drama;41503;25503;1949;https://image.tmdb.org/t/p/w300/701gjUWUFgijAI2wEoRNGXgbAof.jpg;en
3414;Love Is a Many-Splendored Thing (1955);Drama|Romance|War;48316;53879;1955;https://image.tmdb.org/t/p/w300/a9aqlitzVeo5fq6UX5Ekl5kopco.jpg;en
3415;Mirror, The (Zerkalo) (1975);Drama;72443;1396;1975;https://image.tmdb.org/t/p/w300/9PknVc5uubhVLZ6ofvfJAprM9UZ.jpg;ru
3417;Crimson Pirate, The (1952);Adventure|Comedy;44517;11570;1952;https://image.tmdb.org/t/p/w300/lOSqs9ntb2wB7gveCx2l7cqC1nG.jpg;en
3418;Thelma & Louise (1991);Adventure|Crime|Drama;103074;1541;1991;https://image.tmdb.org/t/p/w300/pnzuLoE52EiTfjfqRex2uTkH7LB.jpg;en
3419;Something for Everyone (1970);Comedy|Crime;66392;150043;1970;https://image.tmdb.org/t/p/w300/qJwBSnDLtcIETEAwx1rrop3SIm1.jpg;en
3420;...And Justice for All (1979);Drama|Thriller;78718;17443;1979;https://image.tmdb.org/t/p/w300/xiMZwW8GJiJteLZttRwxVi7oFet.jpg;en
3421;Animal House (1978);Comedy;77975;8469;1978;https://image.tmdb.org/t/p/w300/AuJkgAh7zAGsm7Oo3CGyDtYvzg0.jpg;en
3422;She's Gotta Have It (1986);Comedy|Romance;91939;27995;1986;https://image.tmdb.org/t/p/w300/qiJuXvPONqTSSnzhbCBqE7EotV.jpg;en
3423;School Daze (1988);Drama;96054;36739;1988;https://image.tmdb.org/t/p/w300/850d9u0a2NlY0eKoS1Ny6Cm6jaQ.jpg;en
3424;Do the Right Thing (1989);Drama;97216;925;1989;https://image.tmdb.org/t/p/w300/63rmSDPahrH7C1gEFYzRuIBAN9W.jpg;en
